# manga_tileid n_ancillaries ancillary_weight
7357 0 1
7358 0 1
7359 0 1
7360 0 1
7361 0 1
7362 1 1.84782608695652
7363 0 1
7364 2 1.3224043715847
7365 0 1
7366 0 1
7367 2 0.311475409836065
7368 2 3.95454545454546
7369 2 1.23880597014925
7370 0 1
7371 0 1
7372 1 1.13636363636364
7373 1 1.11111111111111
7374 1 1.13636363636364
7375 1 1.13636363636364
7376 0 1
7377 1 1.84782608695652
7378 0 1
7379 5 2.23200188951772
7380 2 2.51449275362319
7381 2 2.51449275362319
7382 1 0.943396226415094
7383 3 5.27891113094479
7384 0 1
7385 0 1
7386 1 0.943396226415094
7387 0 1
7388 0 1
7389 1 1.11111111111111
7390 0 1
7391 0 1
7392 0 1
7393 1 1.11940298507463
7394 1 1.25
7395 0 1
7396 0 1
7397 2 1.79122231337162
7398 1 1.61290322580645
7399 0 1
7400 0 1
7401 0 1
7402 2 1.25576662143826
7403 1 1.84782608695652
7404 3 1.94926686217009
7405 1 0.655737704918033
7406 1 1.25
7407 4 1.7951054223708
7408 9 1.89580044318146
7409 1 1.11111111111111
7410 0 1
7411 0 1
7412 0 1
7413 0 1
7414 0 1
7415 0 1
7416 0 1
7417 0 1
7418 0 1
7419 2 1.06279921148972
7420 2 1.07975986277873
7421 2 1.31111111111111
7422 0 1
7423 0 1
7424 2 1.72401433691756
7425 1 0.655737704918033
7426 0 1
7427 0 1
7428 0 1
7429 2 1.22222222222222
7430 0 1
7431 1 1.2
7432 0 1
7433 0 1
7434 3 1.72946587815639
7435 1 1.11111111111111
7436 1 1.66666666666667
7437 0 1
7438 0 1
7439 0 1
7440 0 1
7441 1 1.25
7442 1 1.11940298507463
7443 1 1.11940298507463
7444 1 0.655737704918033
7445 0 1
7446 0 1
7447 1 1.13636363636364
7448 0 1
7449 1 1.61290322580645
7450 0 1
7451 0 1
7452 1 1.11940298507463
7453 1 1.11940298507463
7454 1 0.655737704918033
7455 2 1.31111111111111
7456 6 5.15687105808505
7457 3 4.48307876609763
7458 0 1
7459 2 1.25576662143826
7460 1 2.42857142857143
7461 0 1
7462 1 1.2
7463 1 1.66666666666667
7464 1 1.25
7465 2 1.5
7466 0 1
7467 0 1
7468 0 1
7469 1 1.25
7470 1 0.655737704918033
7471 0 1
7472 3 1.91414141414141
7473 1 1.11940298507463
7474 1 1.66666666666667
7475 0 1
7476 0 1
7477 3 1.19916284785336
7478 2 0.886792452830189
7479 0 1
7480 1 1.11940298507463
7481 2 1.77777777777778
7482 0 1
7483 2 2.09782608695652
7484 0 1
7485 1 1.13636363636364
7486 2 1.72401433691756
7487 0 1
7488 1 1.66666666666667
7489 0 1
7490 0 1
7491 2 1.23051409618574
7492 0 1
7493 1 1.66666666666667
7494 0 1
7495 1 1.11940298507463
7496 0 1
7497 2 1.07975986277873
7498 1 1.11111111111111
7499 0 1
7500 0 1
7501 0 1
7502 0 1
7503 1 1.11111111111111
7504 0 1
7505 2 1.61006289308176
7506 0 1
7507 3 8.09457933370977
7508 3 4.48307876609763
7509 1 3.81818181818182
7510 1 3.81818181818182
7511 1 1.13636363636364
7512 1 1.61290322580645
7513 2 1.25576662143826
7514 0 1
7515 0 1
7516 2 1.73230621088108
7517 1 0.943396226415094
7518 4 4.86883116883117
7519 1 1.11940298507463
7520 0 1
7521 5 4.92352092352092
7522 2 1.72401433691756
7523 0 1
7524 0 1
7525 4 2.08563049853372
7526 0 1
7527 1 1.61290322580645
7528 1 1.66666666666667
7529 0 1
7530 2 3.93758480325645
7531 2 1.27272727272727
7532 0 1
7533 0 1
7534 1 1.61290322580645
7535 0 1
7536 0 1
7537 1 1.25
7538 2 2.33333333333333
7539 0 1
7540 2 1.8030303030303
7541 1 1.66666666666667
7542 0 1
7543 0 1
7544 1 4.42857142857143
7545 1 1.2
7546 2 1.23051409618574
7547 1 1.25
7548 0 1
7549 1 1.25
7550 0 1
7551 1 1.66666666666667
7552 4 1.12559842297944
7553 1 1.66666666666667
7554 0 1
7555 0 1
7556 1 1.11111111111111
7557 0 1
7558 0 1
7559 1 1.84782608695652
7560 0 1
7561 3 2.44444444444444
7562 0 1
7563 1 1.61290322580645
7564 3 1.30450733752621
7565 2 1.05450733752621
7566 2 1.25576662143826
7567 1 1.13636363636364
7568 0 1
7569 0 1
7570 2 1.06279921148972
7571 0 1
7572 1 1.13636363636364
7573 1 1.61290322580645
7574 4 0.846608678807875
7575 1 1.11111111111111
7576 0 1
7577 1 1.11111111111111
7578 0 1
7579 1 1.13636363636364
7580 1 1.66666666666667
7581 2 3.92929292929293
7582 0 1
7583 1 1.11111111111111
7584 1 1.61290322580645
7585 1 1.11111111111111
7586 1 0.943396226415094
7587 2 0.905737704918033
7588 0 1
7589 0 1
7590 1 1.84782608695652
7591 1 1.84782608695652
7592 1 1.2
7593 2 2.27956989247312
7594 1 1.11940298507463
7595 1 1.66666666666667
7596 1 1.2
7597 0 1
7598 1 1.61290322580645
7599 0 1
7600 0 1
7601 0 1
7602 1 1.11111111111111
7603 0 1
7604 1 1.13636363636364
7605 2 1.72401433691756
7606 1 1.13636363636364
7607 2 1.22222222222222
7608 2 1.38636363636364
7609 0 1
7610 0 1
7611 0 1
7612 0 1
7613 0 1
7614 1 1.71428571428571
7615 2 1.31940298507463
7616 0 1
7617 2 1.72401433691756
7618 0 1
7619 2 2.2258064516129
7620 0 1
7621 1 1.25
7622 0 1
7623 4 2.58663205710578
7624 3 1.48051409618574
7625 3 1.37516960651289
7626 0 1
7627 0 1
7628 1 0.943396226415094
7629 1 1.61290322580645
7630 3 1.37516960651289
7631 1 1.84782608695652
7632 0 1
7633 1 1.11111111111111
7634 1 3.81818181818182
7635 1 1.61290322580645
7636 0 1
7637 0 1
7638 2 1.23880597014925
7639 1 1.2
7640 2 1.25576662143826
7641 1 1.11940298507463
7642 0 1
7643 1 1.61290322580645
7644 0 1
7645 1 1.71428571428571
7646 0 1
7647 0 1
7648 2 1.82539682539683
7649 0 1
7650 0 1
7651 1 1.84782608695652
7652 1 1.11940298507463
7653 0 1
7654 0 1
7655 0 1
7656 1 1.11940298507463
7657 2 1.38636363636364
7658 0 1
7659 1 1.11940298507463
7661 1 1.13636363636364
7663 1 1.13636363636364
7664 2 0.905737704918033
7665 2 1.86290322580645
7666 0 1
7667 0 1
7668 1 1.11111111111111
7669 0 1
7670 0 1
7671 0 1
7672 1 1.84782608695652
7673 0 1
7674 1 1.11111111111111
7675 0 1
7676 1 1.11111111111111
7677 0 1
7678 0 1
7679 0 1
7680 0 1
7681 2 1.05450733752621
7682 1 1.61290322580645
7683 0 1
7684 0 1
7685 1 0.943396226415094
7686 1 1.13636363636364
7687 1 1.13636363636364
7688 2 1.78606965174129
7689 4 1.7951054223708
7690 1 1.2
7691 1 1.2
7692 0 1
7693 0 1
7694 0 1
7695 2 1.05450733752621
7696 3 1.30450733752621
7697 7 1.49247615552882
7698 0 1
7699 2 1.23880597014925
7700 3 2.07834018314226
7701 0 1
7702 0 1
7703 0 1
7704 0 1
7705 0 1
7706 0 1
7707 1 1.2
7708 0 1
7709 1 1.11111111111111
7710 2 1.05450733752621
7711 1 1.84782608695652
7712 1 1.11111111111111
7713 0 1
7714 0 1
7715 1 1.11111111111111
7716 0 1
7717 1 1.66666666666667
7718 3 2.94009216589862
7719 2 1.23051409618574
7721 0 1
7722 2 1.79122231337162
7723 1 1.11111111111111
7724 0 1
7725 0 1
7726 0 1
7727 0 1
7728 2 1.95893719806763
7729 0 1
7731 0 1
7732 1 1.25
7733 2 0.311475409836065
7734 0 1
7735 1 1.61290322580645
7737 3 1.00619543790482
7740 0 1
7742 0 1
7743 1 1.84782608695652
7744 2 1.73230621088108
7745 1 1.84782608695652
7746 1 1.11940298507463
7747 3 2.20893719806763
7748 1 0.943396226415094
7749 1 1.11940298507463
7750 0 1
7751 0 1
7752 2 1.33636363636364
7753 2 1.23880597014925
7754 0 1
7755 0 1
7756 3 1.35573770491803
7757 0 1
7758 0 1
7759 1 2.42857142857143
7760 1 1.25
7761 1 1.25
7762 1 0.655737704918033
7763 0 1
7764 1 1.13636363636364
7765 0 1
7766 1 1.66666666666667
7767 1 2.42857142857143
7768 1 1.84782608695652
7769 1 1.13636363636364
7770 0 1
7771 2 1.06279921148972
7772 2 2.04782608695652
7773 0 1
7774 0 1
7775 2 1.06279921148972
7776 0 1
7777 2 1.36940298507463
7778 2 1.23051409618574
7779 0 1
7780 1 1.13636363636364
7781 0 1
7782 0 1
7783 1 1.84782608695652
7784 2 1.31940298507463
7785 1 0.655737704918033
7786 1 1.5
7787 1 1.13636363636364
7788 0 1
7789 1 0.655737704918033
7790 0 1
7791 1 0.943396226415094
7792 1 1.11940298507463
7793 2 4.01818181818182
7794 0 1
7795 0 1
7796 0 1
7797 0 1
7798 1 1.13636363636364
7799 1 1.61290322580645
7800 1 1.66666666666667
7801 0 1
7802 1 1.5
7803 2 2.51449275362319
7804 2 3.95454545454546
7805 0 1
7806 0 1
7807 0 1
7808 1 1.25
7809 0 1
7810 0 1
7811 0 1
7812 0 1
7813 0 1
